subject_id,item_id,counterbalance,type,goal,n_ingroup,n_outgroup,option1.tangram,option1.earlier,option1.length,option1.label,option2.tangram,option2.earlier,option2.length,option2.label,response.tangram,response.earlier,response.length,response.group,response.label,understood
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,refer,1,4,D,earlier,36,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",D,later,3,long sleeved book,D,earlier,36,blue,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,refer,3,4,H,earlier,27,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",H,later,2,no arms,H,earlier,27,blue,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,social,3,4,H,earlier,27,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",H,later,2,no arms,H,later,2,blue,no arms,yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,refer,3,1,C,earlier,32,"it looks like a person is falling backwards with his arms outstretched, body is slanted to the left, one arm facing up and to the right and the other to the left",C,later,2,falling guy,C,later,2,blue,falling guy,yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,refer,3,16,C,earlier,32,"it looks like a person is falling backwards with his arms outstretched, body is slanted to the left, one arm facing up and to the right and the other to the left",C,later,2,falling guy,C,earlier,32,blue,"it looks like a person is falling backwards with his arms outstretched, body is slanted to the left, one arm facing up and to the right and the other to the left",yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,social,3,2,D,earlier,36,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",D,later,3,long sleeved book,D,earlier,36,blue,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,refer,4,4,D,earlier,36,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",D,later,3,long sleeved book,D,earlier,36,blue,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,refer,4,1,D,earlier,36,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",D,later,3,long sleeved book,D,later,3,blue,long sleeved book,yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,social,1,2,C,earlier,32,"it looks like a person is falling backwards with his arms outstretched, body is slanted to the left, one arm facing up and to the right and the other to the left",C,later,2,falling guy,C,later,2,blue,falling guy,yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,social,3,0,L,earlier,30,"diamond head, facing to the right, standing but knees are bent, one arm visible extending to the right, no hands on the left, the legs are like a zig zag",L,later,1,zigzag,L,later,1,blue,zigzag,yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,social,3,16,C,earlier,32,"it looks like a person is falling backwards with his arms outstretched, body is slanted to the left, one arm facing up and to the right and the other to the left",C,later,2,falling guy,C,later,2,blue,falling guy,yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,refer,4,0,D,earlier,36,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",D,later,3,long sleeved book,D,later,3,blue,long sleeved book,yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,social,4,2,A,earlier,27,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",A,later,1,zombie,A,later,1,blue,zombie,yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,refer,1,8,L,earlier,30,"diamond head, facing to the right, standing but knees are bent, one arm visible extending to the right, no hands on the left, the legs are like a zig zag",L,later,1,zigzag,L,later,1,blue,zigzag,yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,social,4,4,D,earlier,36,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",D,later,3,long sleeved book,D,earlier,36,blue,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,refer,3,0,L,earlier,30,"diamond head, facing to the right, standing but knees are bent, one arm visible extending to the right, no hands on the left, the legs are like a zig zag",L,later,1,zigzag,L,later,1,blue,zigzag,yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,refer,1,0,B,earlier,28,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",B,later,1,mouse,B,later,1,blue,mouse,yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,baseline,refer,4,0,B,later,1,mouse,B,later,2,princess dance,B,later,1,blue,mouse,yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,social,3,8,B,earlier,28,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",B,later,1,mouse,B,earlier,28,blue,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,refer,2,0,A,earlier,27,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",A,later,1,zombie,A,later,1,blue,zombie,yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,social,4,1,D,earlier,36,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",D,later,3,long sleeved book,D,later,3,blue,long sleeved book,yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,social,4,8,B,earlier,28,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",B,later,1,mouse,B,later,1,blue,mouse,yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,refer,0,2,C,earlier,32,"it looks like a person is falling backwards with his arms outstretched, body is slanted to the left, one arm facing up and to the right and the other to the left",C,later,2,falling guy,C,earlier,32,blue,"it looks like a person is falling backwards with his arms outstretched, body is slanted to the left, one arm facing up and to the right and the other to the left",yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,social,1,0,B,earlier,28,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",B,later,1,mouse,B,later,1,blue,mouse,yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,refer,2,1,A,earlier,27,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",A,later,1,zombie,A,later,1,blue,zombie,yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,refer,4,16,H,earlier,27,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",H,later,2,no arms,H,earlier,27,blue,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,refer,4,8,B,earlier,28,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",B,later,1,mouse,B,earlier,28,blue,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,baseline,refer,4,0,A,later,1,zombie,A,later,1,thriller,A,later,1,blue,zombie,yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,baseline,refer,4,0,H,later,2,no arms,H,later,1,baby,H,later,2,blue,no arms,yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,refer,0,8,A,earlier,27,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",A,later,1,zombie,A,earlier,27,blue,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,social,3,1,C,earlier,32,"it looks like a person is falling backwards with his arms outstretched, body is slanted to the left, one arm facing up and to the right and the other to the left",C,later,2,falling guy,C,later,2,blue,falling guy,yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,social,2,2,B,earlier,28,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",B,later,1,mouse,B,earlier,28,blue,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,baseline,refer,4,0,C,later,2,falling guy,C,later,2,no legs,C,later,2,blue,falling guy,yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,refer,1,2,C,earlier,32,"it looks like a person is falling backwards with his arms outstretched, body is slanted to the left, one arm facing up and to the right and the other to the left",C,later,2,falling guy,C,earlier,32,blue,"it looks like a person is falling backwards with his arms outstretched, body is slanted to the left, one arm facing up and to the right and the other to the left",yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,social,1,16,B,earlier,28,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",B,later,1,mouse,B,earlier,28,blue,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,refer,2,8,H,earlier,27,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",H,later,2,no arms,H,earlier,27,blue,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,baseline,refer,4,0,L,later,1,zigzag,L,later,2,bent knees,L,later,1,blue,zigzag,yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,baseline,refer,4,0,D,later,3,long sleeved book,D,later,1,priest,D,later,3,blue,long sleeved book,yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,refer,1,16,B,earlier,28,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",B,later,1,mouse,B,earlier,28,blue,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,refer,1,1,H,earlier,27,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",H,later,2,no arms,H,earlier,27,blue,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,refer,4,2,A,earlier,27,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",A,later,1,zombie,A,later,1,blue,zombie,yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,refer,2,4,A,earlier,27,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",A,later,1,zombie,A,earlier,27,blue,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,refer,0,16,L,earlier,30,"diamond head, facing to the right, standing but knees are bent, one arm visible extending to the right, no hands on the left, the legs are like a zig zag",L,later,1,zigzag,L,later,1,blue,zigzag,yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,refer,3,2,D,earlier,36,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",D,later,3,long sleeved book,D,earlier,36,blue,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,refer,0,4,H,earlier,27,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",H,later,2,no arms,H,earlier,27,blue,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,social,2,4,A,earlier,27,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",A,later,1,zombie,A,earlier,27,blue,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,social,1,4,D,earlier,36,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",D,later,3,long sleeved book,D,earlier,36,blue,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,social,2,8,H,earlier,27,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",H,later,2,no arms,H,earlier,27,blue,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",yes
e8aac399-7a2c-4811-bd86-bb8aced22117,0,a,main,social,1,1,H,earlier,27,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",H,later,2,no arms,H,earlier,27,blue,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,refer,1,0,C,earlier,32,"it looks like a person is falling backwards with his arms outstretched, body is slanted to the left, one arm facing up and to the right and the other to the left",C,later,2,falling guy,C,earlier,32,blue,"it looks like a person is falling backwards with his arms outstretched, body is slanted to the left, one arm facing up and to the right and the other to the left",yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,social,2,1,H,earlier,27,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",H,later,2,no arms,H,later,2,blue,no arms,yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,refer,3,1,B,earlier,28,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",B,later,1,mouse,B,earlier,28,blue,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,social,4,2,A,earlier,27,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",A,later,1,zombie,A,earlier,27,blue,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,social,4,0,L,earlier,30,"diamond head, facing to the right, standing but knees are bent, one arm visible extending to the right, no hands on the left, the legs are like a zig zag",L,later,1,zigzag,L,earlier,30,blue,"diamond head, facing to the right, standing but knees are bent, one arm visible extending to the right, no hands on the left, the legs are like a zig zag",yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,refer,3,0,D,earlier,36,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",D,later,3,long sleeved book,D,earlier,36,blue,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,refer,1,16,D,earlier,36,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",D,later,3,long sleeved book,D,earlier,36,blue,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,social,1,16,D,earlier,36,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",D,later,3,long sleeved book,D,earlier,36,blue,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,refer,1,1,B,earlier,28,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",B,later,1,mouse,B,earlier,28,blue,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,refer,4,4,A,earlier,27,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",A,later,1,zombie,A,earlier,27,blue,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,refer,2,8,C,earlier,32,"it looks like a person is falling backwards with his arms outstretched, body is slanted to the left, one arm facing up and to the right and the other to the left",C,later,2,falling guy,C,earlier,32,blue,"it looks like a person is falling backwards with his arms outstretched, body is slanted to the left, one arm facing up and to the right and the other to the left",yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,social,3,8,A,earlier,27,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",A,later,1,zombie,A,earlier,27,blue,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,refer,0,16,H,earlier,27,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",H,later,2,no arms,H,earlier,27,blue,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,social,4,8,D,earlier,36,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",D,later,3,long sleeved book,D,earlier,36,blue,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,social,2,2,A,earlier,27,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",A,later,1,zombie,A,earlier,27,blue,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,social,1,4,H,earlier,27,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",H,later,2,no arms,H,later,2,blue,no arms,yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,refer,4,16,B,earlier,28,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",B,later,1,mouse,B,earlier,28,blue,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,refer,0,8,B,earlier,28,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",B,later,1,mouse,B,earlier,28,blue,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,refer,2,0,H,earlier,27,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",H,later,2,no arms,H,later,2,blue,no arms,yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,social,3,2,H,earlier,27,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",H,later,2,no arms,H,later,2,blue,no arms,yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,baseline,refer,4,0,B,later,1,mouse,B,later,2,princess dance,B,later,1,blue,mouse,yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,social,3,16,D,earlier,36,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",D,later,3,long sleeved book,D,later,3,blue,long sleeved book,yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,baseline,refer,4,0,D,later,3,long sleeved book,D,later,1,priest,D,later,3,blue,long sleeved book,yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,refer,4,2,A,earlier,27,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",A,later,1,zombie,A,earlier,27,blue,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,social,1,8,L,earlier,30,"diamond head, facing to the right, standing but knees are bent, one arm visible extending to the right, no hands on the left, the legs are like a zig zag",L,later,1,zigzag,L,later,1,blue,zigzag,yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,refer,0,4,C,earlier,32,"it looks like a person is falling backwards with his arms outstretched, body is slanted to the left, one arm facing up and to the right and the other to the left",C,later,2,falling guy,C,earlier,32,blue,"it looks like a person is falling backwards with his arms outstretched, body is slanted to the left, one arm facing up and to the right and the other to the left",yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,social,1,0,C,earlier,32,"it looks like a person is falling backwards with his arms outstretched, body is slanted to the left, one arm facing up and to the right and the other to the left",C,later,2,falling guy,C,later,2,blue,falling guy,yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,social,3,0,D,earlier,36,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",D,later,3,long sleeved book,D,later,3,blue,long sleeved book,yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,refer,2,2,A,earlier,27,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",A,later,1,zombie,A,earlier,27,blue,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,social,3,1,B,earlier,28,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",B,later,1,mouse,B,earlier,28,blue,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,refer,1,4,H,earlier,27,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",H,later,2,no arms,H,earlier,27,blue,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,social,4,4,A,earlier,27,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",A,later,1,zombie,A,later,1,blue,zombie,yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,refer,3,2,H,earlier,27,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",H,later,2,no arms,H,earlier,27,blue,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,social,4,1,L,earlier,30,"diamond head, facing to the right, standing but knees are bent, one arm visible extending to the right, no hands on the left, the legs are like a zig zag",L,later,1,zigzag,L,later,1,blue,zigzag,yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,main,social,4,16,B,earlier,28,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",B,later,1,mouse,B,earlier,28,blue,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,baseline,refer,4,0,C,later,2,falling guy,C,later,2,no legs,C,later,2,blue,falling guy,yes
c22bb041-1063-42d5-9a68-7fc229b4ed53,0,a,baseline,refer,4,0,H,later,2,no arms,H,later,1,baby,H,later,2,blue,no arms,yes
